orf_id,symbol,ensembl_gene_id,chr
12465,MGST2,ENSG00000085871,4
12476,GFER,ENSG00000127554,16
12523,RNASEH2C,ENSG00000172922,11
12535,TREX1,ENSG00000213689,3
12554,C1QA,ENSG00000173372,1
12568,ATPAF2,ENSG00000171953,17
12569,TAC3,ENSG00000166863,12
12570,TNFRSF11B,ENSG00000164761,8
12585,TNNI2,ENSG00000130598,11
12586,ANGPTL4,ENSG00000167772,19
12611,ACTG1,ENSG00000184009,17
12674,ACADS,ENSG00000122971,12
12705,STRA6,ENSG00000137868,15
12735,HPD,ENSG00000158104,12
12761,CABP4,ENSG00000175544,11
12812,P2RY12,ENSG00000169313,3
12815,SERPINB5,ENSG00000206075,18
12857,DCLRE1C,ENSG00000152457,10
12865,PIK3R1,ENSG00000145675,5
12873,HJV,ENSG00000168509,1
12884,MYF6,ENSG00000111046,12
12885,CASQ2,ENSG00000118729,1
12923,RAG2,ENSG00000175097,11
12936,SLC7A9,ENSG00000021488,19
12943,CD96,ENSG00000153283,3
12953,CLCNKB,ENSG00000184908,1
12958,SLC17A3,ENSG00000124564,6
12984,MPLKIP,ENSG00000168303,7
12988,CD207,ENSG00000116031,2
12990,SFTPD,ENSG00000133661,10
13002,SERPINA7,ENSG00000123561,X
13007,ARG1,ENSG00000118520,6
13013,SERPINA10,ENSG00000140093,14
13017,SGCD,ENSG00000170624,5
13022,SH2D1A,ENSG00000183918,X
13044,LY96,ENSG00000154589,8
13059,OLR1,ENSG00000173391,12
13065,CFI,ENSG00000205403,4
13070,AQP4,ENSG00000171885,18
13074,AGER,ENSG00000204305,6
13077,C9,ENSG00000113600,5
13080,RBP4,ENSG00000138207,10
13081,SERPINC1,ENSG00000117601,1
13082,AKR1C4,ENSG00000198610,10
13091,HNMT,ENSG00000150540,2
13103,PAH,ENSG00000171759,12
13113,MCEE,ENSG00000124370,2
13115,APOH,ENSG00000091583,17
13140,SRPX2,ENSG00000102359,X
13183,MT1A,ENSG00000205362,16
13198,ALDOB,ENSG00000136872,9
13210,GPC3,ENSG00000147257,X
13267,CYP19A1,ENSG00000137869,15
13296,IYD,ENSG00000009765,6
13297,ANGPTL3,ENSG00000132855,1
13306,KNG1,ENSG00000113889,3
13320,VHL,ENSG00000134086,3
13325,GC,ENSG00000145321,4
13328,ANG,ENSG00000214274,14
13340,SERPINA6,ENSG00000170099,14
13366,SLC2A2,ENSG00000163581,3
13378,LDHA,ENSG00000134333,11
13384,HTR2B,ENSG00000135914,2
13544,ANTXR2,ENSG00000163297,4
13606,NINJ1,ENSG00000131669,9
13649,AHSG,ENSG00000145192,3
13680,TYRP1,ENSG00000107165,9
13689,TIMP2,ENSG00000035862,17
13698,CPA4,ENSG00000128510,7
13776,PEX13,ENSG00000162928,2
13790,LEP,ENSG00000174697,7
13803,HESX1,ENSG00000163666,3
13813,CRYAA,ENSG00000160202,21
13820,GDNF,ENSG00000168621,5
13821,CER1,ENSG00000147869,9
13827,CRYBA4,ENSG00000196431,22
13835,FGF10,ENSG00000070193,5
13840,LIM2,ENSG00000105370,19
13843,CFC1,ENSG00000136698,2
13872,AANAT,ENSG00000129673,17
13874,MBL2,ENSG00000165471,10
13902,CRYGS,ENSG00000213139,3
13918,HRG,ENSG00000113905,3
13931,CYP3A4,ENSG00000160868,7
13943,GCM2,ENSG00000124827,6
13983,FABP2,ENSG00000145384,4
13989,HOXD10,ENSG00000128710,2
13990,NR1I3,ENSG00000143257,1
13991,SLC2A4,ENSG00000181856,17
14005,CLDN16,ENSG00000113946,3
14019,CA8,ENSG00000178538,8
14032,RPA4,ENSG00000204086,X
14047,KITLG,ENSG00000049130,12
14071,TSHB,ENSG00000134200,1
14076,SLURP1,ENSG00000126233,8
14117,DNM2,ENSG00000079805,19
14122,PTCH1,ENSG00000185920,9
14202,TNFAIP3,ENSG00000118503,6
14215,KRT1,ENSG00000167768,12
14246,MYO1C,ENSG00000197879,17
14270,ATM,ENSG00000149311,11
14304,C7,ENSG00000112936,5
14309,SBDS,ENSG00000126524,7
14311,MSR1,ENSG00000038945,8
14318,REEP1,ENSG00000068615,2
14321,GPIHBP1,ENSG00000277494,8
14385,ADRB2,ENSG00000169252,5
14396,NT5C3A,ENSG00000122643,7
14413,DCTN1,ENSG00000204843,2
14458,KLHL10,ENSG00000161594,17
14484,AGTR1,ENSG00000144891,3
14543,VCAM1,ENSG00000162692,1
14553,ATP6V0A2,ENSG00000185344,12
14560,TDGF1,ENSG00000241186,3
14576,IL9,ENSG00000145839,5
14577,IL7R,ENSG00000168685,5
14582,B3GNT3,ENSG00000179913,19
14584,ADH1C,ENSG00000248144,4
14592,MMP13,ENSG00000137745,11
14611,CYP2E1,ENSG00000130649,10
14613,BRCA1,ENSG00000012048,17
14640,GJA4,ENSG00000187513,1
14673,DLD,ENSG00000091140,7
14679,CDKN2C,ENSG00000123080,1
14682,CYP27B1,ENSG00000111012,12
14698,PEX7,ENSG00000112357,6
14742,ARHGEF10,ENSG00000104728,8
14746,SLC22A2,ENSG00000112499,6
14793,SSH1,ENSG00000084112,12
14821,TPO,ENSG00000115705,2
14896,AGL,ENSG00000162688,1
14921,CRP,ENSG00000132693,1
15052,FANCD2,ENSG00000144554,3
52565,IFNA17,ENSG00000234829,9
52569,GHRH,ENSG00000118702,20
52611,AGRP,ENSG00000159723,16
52669,UCP1,ENSG00000109424,4
52694,KCNV2,ENSG00000168263,9
52696,PRKAG3,ENSG00000115592,2
52699,ERMAP,ENSG00000164010,1
52751,FGF14,ENSG00000102466,13
52764,SLC36A2,ENSG00000186335,5
52765,MMAA,ENSG00000151611,4
52785,USH1G,ENSG00000182040,17
52802,ARL13B,ENSG00000169379,3
52819,NHLRC1,ENSG00000187566,6
52828,ZNF624,ENSG00000197566,17
52833,SLC26A5,ENSG00000170615,7
52836,GSDMA,ENSG00000167914,17
52861,F9,ENSG00000101981,X
52890,CCN6,ENSG00000112761,6
52890,WISP3,ENSG00000112761,6
52897,ITIH3,ENSG00000162267,3
52903,SCO2,ENSG00000284194,22
52920,LITAF,ENSG00000189067,16
52925,FGB,ENSG00000171564,4
52939,CHRM2,ENSG00000181072,7
52956,APRT,ENSG00000198931,16
52996,THRB,ENSG00000151090,3
53007,BTK,ENSG00000010671,X
53009,ITK,ENSG00000113263,5
53028,PAX4,ENSG00000106331,7
53032,SLC5A7,ENSG00000115665,2
53038,PNP,ENSG00000198805,14
53052,MUSK,ENSG00000030304,9
53065,IL10,ENSG00000136634,1
53068,ATP6V0A4,ENSG00000105929,7
53076,TSSK4,ENSG00000139908,14
53082,TMPRSS11A,ENSG00000187054,4
53089,TNFRSF13B,ENSG00000240505,17
53111,CFHR5,ENSG00000134389,1
53114,SUN2,ENSG00000100242,22
53119,SALL4,ENSG00000101115,20
53137,NAGS,ENSG00000161653,17
53450,CAT,ENSG00000121691,11
53452,PTH1R,ENSG00000160801,3
53479,POU4F3,ENSG00000091010,5
53573,G6PC2,ENSG00000152254,2
53609,NECTIN1,ENSG00000110400,11
53653,SLC2A10,ENSG00000197496,20
53657,FOXP3,ENSG00000049768,X
53711,PGK1,ENSG00000102144,X
53721,GHSR,ENSG00000121853,3
53722,GNRHR,ENSG00000109163,4
53737,BFSP2,ENSG00000170819,3
53775,LMX1B,ENSG00000136944,9
53776,FSHB,ENSG00000131808,11
53801,IFT80,ENSG00000068885,3
53834,ABCG8,ENSG00000143921,2
53965,SMARCB1,ENSG00000099956,22
54004,BMP15,ENSG00000130385,X
54042,SLC17A8,ENSG00000179520,12
54082,PRPF31,ENSG00000105618,19
54121,KLKB1,ENSG00000164344,4
54123,CAPN13,ENSG00000162949,2
54130,CRYGD,ENSG00000118231,2
54148,CASK,ENSG00000147044,X
54167,RRM2B,ENSG00000048392,8
54175,NEUROG3,ENSG00000122859,10
54185,SYN3,ENSG00000185666,22
54189,GRIA3,ENSG00000125675,X
54230,MIP,ENSG00000135517,12
54237,ARHGEF9,ENSG00000131089,X
54262,FOXP2,ENSG00000128573,7
54280,NGF,ENSG00000134259,1
54289,ALPL,ENSG00000162551,1
54292,BCO1,ENSG00000135697,16
54296,KRT13,ENSG00000171401,17
54298,SLC28A1,ENSG00000156222,15
54308,PKP2,ENSG00000057294,12
54340,AMPD3,ENSG00000133805,11
54364,MTNR1A,ENSG00000168412,4
54383,AMHR2,ENSG00000135409,12
54497,SLC22A1,ENSG00000175003,6
54579,SLC30A8,ENSG00000164756,8
54599,UTS2,ENSG00000049247,1
54606,STH,ENSG00000256762,17
54643,PCSK1,ENSG00000175426,5
54672,SERPINB11,ENSG00000206072,18
54744,GCNT2,ENSG00000111846,6
54745,SLC10A2,ENSG00000125255,13
54784,GCKR,ENSG00000084734,2
54789,G6PC1,ENSG00000131482,17
54798,CLCN5,ENSG00000171365,X
54814,ARSL,ENSG00000157399,X
54814,ARSE,ENSG00000157399,X
54843,AKR1D1,ENSG00000122787,7
54847,COL10A1,ENSG00000123500,6
54905,NR1H4,ENSG00000012504,12
54913,UGT2A3,ENSG00000135220,4
54914,TAT,ENSG00000198650,16
55014,ALOX5,ENSG00000012779,10
55022,NPSR1,ENSG00000187258,7
55074,LIPC,ENSG00000166035,15
55128,BRIP1,ENSG00000136492,17
55150,MLH3,ENSG00000119684,14
55179,GALNT3,ENSG00000115339,2
55217,TOPBP1,ENSG00000163781,3
55222,SLC6A20,ENSG00000163817,3
55223,MMAB,ENSG00000139428,12
55246,PYGL,ENSG00000100504,14
55247,OAS1,ENSG00000089127,12
55531,APTX,ENSG00000137074,9
55715,GPR68,ENSG00000119714,14
55719,CHRNB4,ENSG00000117971,15
55728,EPB42,ENSG00000166947,15
55729,HAL,ENSG00000084110,12
55732,NELL1,ENSG00000165973,11
55759,PTH,ENSG00000152266,11
55769,TNNI3,ENSG00000129991,19
55793,NEU2,ENSG00000115488,2
55795,HTR1B,ENSG00000135312,6
55804,BSND,ENSG00000162399,1
55809,GDF9,ENSG00000164404,5
55818,GABRA6,ENSG00000145863,5
55826,CYP2A6,ENSG00000255974,19
55849,FSHR,ENSG00000170820,2
55851,CYP11B1,ENSG00000160882,8
55853,FGA,ENSG00000171560,4
55854,CHRNA4,ENSG00000101204,20
55855,KRT2,ENSG00000172867,12
55857,CNGA3,ENSG00000144191,2
55860,MAPT,ENSG00000186868,17
55861,RPS6KA3,ENSG00000177189,X
55864,ADIPOQ,ENSG00000181092,3
55868,PIGR,ENSG00000162896,1
55880,TLR6,ENSG00000174130,4
55884,SLC15A1,ENSG00000088386,13
55885,PMS1,ENSG00000064933,2
55886,TLR3,ENSG00000164342,4
55922,ALOXE3,ENSG00000179148,17
55929,MERTK,ENSG00000153208,2
55931,PROK2,ENSG00000163421,3
55958,MC3R,ENSG00000124089,20
55966,USP26,ENSG00000134588,X
55986,PRSS2,ENSG00000275896,7
56018,LPAR6,ENSG00000139679,13
56023,SFTPA2,ENSG00000185303,10
56027,HCP5,ENSG00000206337,6
56098,MC2R,ENSG00000185231,18
56108,EIF2B1,ENSG00000111361,12
56121,POLB,ENSG00000070501,8
56131,RFXANK,ENSG00000064490,19
56143,DCK,ENSG00000156136,4
56145,KCNJ11,ENSG00000187486,11
56148,CAV3,ENSG00000182533,3
56157,BBS1,ENSG00000174483,11
56184,CD22,ENSG00000012124,19
56226,SLCO1B1,ENSG00000134538,12
56266,TEAD1,ENSG00000187079,11
56278,CHRNG,ENSG00000196811,2
56292,TRPS1,ENSG00000104447,8
56330,FZD4,ENSG00000174804,11
56363,TPH2,ENSG00000139287,12
56376,CSF2,ENSG00000164400,5
56381,EYA1,ENSG00000104313,8
56385,MYLK2,ENSG00000101306,20
56386,TMPRSS5,ENSG00000166682,11
56390,F11,ENSG00000088926,4
56391,SELE,ENSG00000007908,1
56397,SLC5A2,ENSG00000140675,16
56414,PRODH,ENSG00000100033,22
56458,DRD3,ENSG00000151577,3
56515,FFAR1,ENSG00000126266,19
56516,TBX20,ENSG00000164532,7
56582,AKT2,ENSG00000105221,19
56583,SLC29A3,ENSG00000198246,10
56589,CYP2C9,ENSG00000138109,10
56644,TCF4,ENSG00000196628,18
56678,KCNJ10,ENSG00000177807,1
56732,GYPB,ENSG00000250361,4
56740,DAOA,ENSG00000182346,13
56779,DMC1,ENSG00000100206,22
56811,APBB3,ENSG00000113108,5
56822,GNE,ENSG00000159921,9
56915,ATP2B2,ENSG00000157087,3
56918,PGBD1,ENSG00000137338,6
56919,ESR1,ENSG00000091831,6
56936,PJVK,ENSG00000204311,2
70008,ACVR2B,ENSG00000114739,3
70010,SLC4A1,ENSG00000004939,17
70081,INSL3,ENSG00000248099,19
70083,CHIT1,ENSG00000133063,1
70136,TACR3,ENSG00000169836,4
70142,TGM5,ENSG00000104055,15
70149,SLC2A1,ENSG00000117394,1
70172,FGF8,ENSG00000107831,10
70265,ADCY9,ENSG00000162104,16
70357,TSFM,ENSG00000123297,12
70370,SNCAIP,ENSG00000064692,5
70414,OPA1,ENSG00000198836,3
70419,CYP2B6,ENSG00000197408,19
70423,CYP4F2,ENSG00000186115,19
70425,CYP1A2,ENSG00000140505,15
70439,TLR10,ENSG00000174123,4
70449,TLR1,ENSG00000174125,4
70457,FOXD4,ENSG00000170122,9
70472,HSD17B1,ENSG00000108786,17
70488,FKTN,ENSG00000106692,9
70497,AGXT,ENSG00000172482,2
70500,PIK3CD,ENSG00000171608,1
70516,WDR36,ENSG00000134987,5
70540,OR13G1,ENSG00000197437,1
70545,CYP7B1,ENSG00000172817,8
70663,CERKL,ENSG00000188452,2
70789,OR5H6,ENSG00000230301,3
70824,SPRED1,ENSG00000166068,15
70844,HNF4A,ENSG00000101076,20
70872,ZFP57,ENSG00000204644,6
70922,FBLN5,ENSG00000140092,14
70925,APOC4,ENSG00000267467,19
70930,PLG,ENSG00000122194,6
70994,PYY,ENSG00000131096,17
71056,BLM,ENSG00000197299,15
71073,FGFR2,ENSG00000066468,10
71075,FOXI1,ENSG00000168269,5
71077,IMPDH1,ENSG00000106348,7
71079,FLT1,ENSG00000102755,13
71104,COX4I2,ENSG00000131055,20
71144,FECH,ENSG00000066926,18
71161,C2,ENSG00000166278,6
71170,HRH2,ENSG00000113749,5
71191,SUOX,ENSG00000139531,12
71276,C5AR2,ENSG00000134830,19
71286,FGD4,ENSG00000139132,12
71311,OCRL,ENSG00000122126,X
71331,RGS9,ENSG00000108370,17
71381,SLCO1A2,ENSG00000084453,12
71448,KRIT1,ENSG00000001631,7
71458,LIG1,ENSG00000105486,19
71557,HCRTR1,ENSG00000121764,1
71558,FUT1,ENSG00000174951,19
71559,GABRG2,ENSG00000113327,5
71563,KCNJ1,ENSG00000151704,11
71567,OPRM1,ENSG00000112038,6
71569,OTC,ENSG00000036473,X
71570,HFE,ENSG00000010704,6
71571,PROZ,ENSG00000126231,13
71572,FUT7,ENSG00000180549,9
71575,CTLA4,ENSG00000163599,2
71577,GRPR,ENSG00000126010,X
71578,ART4,ENSG00000111339,12
71579,PON1,ENSG00000005421,7
71584,PRPH2,ENSG00000112619,6
71591,CRYGC,ENSG00000163254,2
71593,TMPRSS3,ENSG00000160183,21
71601,FUT3,ENSG00000171124,19
71612,COLQ,ENSG00000206561,3
71613,OPTC,ENSG00000188770,1
71620,ELANE,ENSG00000197561,19
71622,CLRN1,ENSG00000163646,3
71625,CHST6,ENSG00000183196,16
71626,MS4A2,ENSG00000149534,11
71627,DRD1,ENSG00000184845,5
71631,STS,ENSG00000101846,X
71633,RPE65,ENSG00000116745,1
71636,KCNK9,ENSG00000169427,8
71642,CACNB4,ENSG00000182389,2
71675,SLC28A2,ENSG00000137860,15
71724,CHRND,ENSG00000135902,2
71726,ETFB,ENSG00000105379,19
71751,AVPR2,ENSG00000126895,X
71771,AXIN2,ENSG00000168646,17
71807,KCNA1,ENSG00000111262,12
71809,HUS1B,ENSG00000188996,6
71843,IL12RB2,ENSG00000081985,1
71888,GP6,ENSG00000088053,19
71892,TH,ENSG00000180176,11
71916,TAS2R38,ENSG00000257138,7
71938,PHEX,ENSG00000102174,X
71940,SLC5A5,ENSG00000105641,19
71952,IGHMBP2,ENSG00000132740,11
71961,SART3,ENSG00000075856,12
71967,HTR5A,ENSG00000157219,7
71969,BRAF,ENSG00000157764,7
71977,NODAL,ENSG00000156574,10
71986,SHBG,ENSG00000129214,17
71990,GJD2,ENSG00000159248,15
71994,KCNE2,ENSG00000159197,21
72051,TFR2,ENSG00000106327,7
72085,HTR2C,ENSG00000147246,X
72086,GNAT1,ENSG00000114349,3
72137,DISC1,ENSG00000162946,1
72192,TK2,ENSG00000166548,16
72213,SEMA3E,ENSG00000170381,7
72199,TSC2,ENSG00000103197,16
13730,CDAN1,ENSG00000140326,15
70975,WDR11,ENSG00000120008,10
72057,LARS1,ENSG00000133706,5
5380,IFT122,ENSG00000163913,3
53077,ZEB1,ENSG00000148516,10
8409,PDGFRB,ENSG00000113721,5
55100,DSG4,ENSG00000175065,18
11786,BMPR2,ENSG00000204217,2
56286,STRC,ENSG00000242866,15
4666,EFTUD2,ENSG00000108883,17
6726,PRPF6,ENSG00000101161,20
115,PLEKHG5,ENSG00000171680,1
2099,RFX6,ENSG00000185002,6
2948,GBA2,ENSG00000070610,9
70683,SARDH,ENSG00000123453,9
70513,AR,ENSG00000169083,X
12455,WFS1,ENSG00000109501,4
54407,EEF2,ENSG00000167658,19
282,MATR3,ENSG00000015479,5
56339,PRICKLE2,ENSG00000163637,3
53281,PYGM,ENSG00000068976,11
7971,ABCB6,ENSG00000115657,2
56379,PRICKLE1,ENSG00000139174,12
70072,KIF7,ENSG00000166813,15
2483,FGFR1,ENSG00000077782,8
4910,AMPD2,ENSG00000116337,1
54232,IMPG1,ENSG00000112706,6
55269,CDH3,ENSG00000062038,16
11853,PNPT1,ENSG00000138035,2
11305,CUL3,ENSG00000036257,2
2719,SEC23B,ENSG00000101310,20
54632,CLCN4,ENSG00000073464,X
54254,LARGE1,ENSG00000133424,22
4959,ABCB7,ENSG00000131269,X
143,EZH2,ENSG00000106462,7
7110,JUP,ENSG00000173801,17
2468,TRIM2,ENSG00000109654,4
56172,MASP1,ENSG00000127241,3
13078,NDUFS1,ENSG00000023228,2
71206,POMT1,ENSG00000130714,9
1378,USP44,ENSG00000136014,12
54377,GYS2,ENSG00000111713,12
3640,MAN1B1,ENSG00000177239,9
10935,TF,ENSG00000091513,3
54020,CFAP57,ENSG00000243710,1
4532,ADGRG1,ENSG00000205336,16
53456,NEK8,ENSG00000160602,17
11895,CLCNKA,ENSG00000186510,1
12957,SLC3A1,ENSG00000138079,2
10565,GFPT1,ENSG00000198380,2
8070,KIF2A,ENSG00000068796,5
3669,KIF22,ENSG00000079616,16
70681,CACNB2,ENSG00000165995,10
7468,POMGNT1,ENSG00000085998,1
4042,CPT2,ENSG00000157184,1
71099,COG6,ENSG00000133103,13
1757,SLC20A2,ENSG00000168575,8
7897,MED17,ENSG00000042429,11
732,RAF1,ENSG00000132155,3
9357,DLAT,ENSG00000150768,11
13652,SLCO2A1,ENSG00000174640,3
749,CAPN5,ENSG00000149260,11
11893,SLC34A1,ENSG00000131183,5
53613,KCND3,ENSG00000171385,1
11611,RAD21,ENSG00000164754,8
54886,CHAT,ENSG00000070748,10
13266,ALB,ENSG00000163631,4
1657,SAMHD1,ENSG00000101347,20
71001,UBQLN2,ENSG00000188021,X
55736,EPB41,ENSG00000159023,1
6605,ACAD9,ENSG00000177646,3
329,VPS33B,ENSG00000184056,15
56387,AIFM1,ENSG00000156709,X
2114,DIS3L2,ENSG00000144535,2
70962,FAM111A,ENSG00000166801,11
6080,KARS1,ENSG00000065427,16
53074,IL17RD,ENSG00000144730,3
53099,HPSE2,ENSG00000172987,10
14973,KRT5,ENSG00000186081,12
4409,STXBP2,ENSG00000076944,19
12016,MMP14,ENSG00000157227,14
11602,SHOC2,ENSG00000108061,10
70938,MTPAP,ENSG00000107951,10
6518,RARS2,ENSG00000146282,6
71337,ACSF3,ENSG00000176715,16
5066,BAG3,ENSG00000151929,10
1298,SLC40A1,ENSG00000138449,2
54839,DGKE,ENSG00000153933,17
56360,NEXN,ENSG00000162614,1
663,CES1,ENSG00000198848,16
3501,NSUN2,ENSG00000037474,5
8213,PGM1,ENSG00000079739,1
4339,SPTLC2,ENSG00000100596,14
6018,ASNS,ENSG00000070669,7
8143,SH3BP2,ENSG00000087266,4
71197,PRIMPOL,ENSG00000164306,4
5848,HEXB,ENSG00000049860,5
12025,PRF1,ENSG00000180644,10
5991,ATP5F1A,ENSG00000152234,18
52792,LRIT3,ENSG00000183423,4
3172,CBS,ENSG00000160200,21
53030,FAM161A,ENSG00000170264,2
53723,KCNQ1,ENSG00000053918,11
70737,TBX4,ENSG00000121075,17
13227,NEFL,ENSG00000277586,8
4020,CHEK2,ENSG00000183765,22
10449,SLC1A3,ENSG00000079215,5
5441,PUF60,ENSG00000179950,8
13632,ZNF513,ENSG00000163795,2
966,LCK,ENSG00000182866,1
13592,KRT4,ENSG00000170477,12
11262,TBXAS1,ENSG00000059377,7
7696,USH1C,ENSG00000006611,11
6632,COG4,ENSG00000103051,16
13953,CYP4F22,ENSG00000171954,19
5102,P3H2,ENSG00000090530,3
7809,FLVCR2,ENSG00000119686,14
14444,PRKAG2,ENSG00000106617,7
4252,PSAP,ENSG00000197746,10
13554,GLYCTK,ENSG00000168237,3
9905,PNKP,ENSG00000039650,19
52829,VANGL2,ENSG00000162738,1
71258,CTNNA3,ENSG00000183230,10
4006,G6PD,ENSG00000160211,X
13718,APCDD1,ENSG00000154856,18
54868,DMP1,ENSG00000152592,4
55831,CYP26B1,ENSG00000003137,2
14157,LOXHD1,ENSG00000167210,18
6514,NECTIN4,ENSG00000143217,1
12109,CYP17A1,ENSG00000148795,10
5412,TTI2,ENSG00000129696,8
4784,HARS2,ENSG00000112855,5
70381,ILDR1,ENSG00000145103,3
8000,DARS1,ENSG00000115866,2
10062,XIAP,ENSG00000101966,X
3098,PIGV,ENSG00000060642,1
6633,FOXRED1,ENSG00000110074,11
14737,RBPJ,ENSG00000168214,4
3297,ADSL,ENSG00000239900,22
14966,KRT8,ENSG00000170421,12
7465,GATA2,ENSG00000179348,3
8021,CTSA,ENSG00000064601,20
71905,GCGR,ENSG00000215644,17
3986,PPOX,ENSG00000143224,1
12228,ANKS6,ENSG00000165138,9
6168,SLC52A3,ENSG00000101276,20
54529,ASB10,ENSG00000146926,7
11451,DNAAF11,ENSG00000129295,8
3782,SMAD1,ENSG00000170365,4
56787,AKT3,ENSG00000117020,1
2687,ASL,ENSG00000126522,7
3146,EEF1A2,ENSG00000101210,20
6970,PSEN1,ENSG00000080815,14
1598,SUCLA2,ENSG00000136143,13
54484,CORO1A,ENSG00000102879,16
6395,IRAK4,ENSG00000198001,12
8403,CD4,ENSG00000010610,12
3595,HTRA2,ENSG00000115317,2
10316,MAK,ENSG00000111837,6
7951,DDOST,ENSG00000244038,1
4417,CHRDL1,ENSG00000101938,X
9111,PIGO,ENSG00000165282,9
3132,UQCRC2,ENSG00000140740,16
12590,AP4M1,ENSG00000221838,7
9970,PHYKPL,ENSG00000175309,5
52988,CYP24A1,ENSG00000019186,20
8653,PHC1,ENSG00000111752,12
4625,BCKDHA,ENSG00000248098,19
14910,HGD,ENSG00000113924,3
4434,SLC52A2,ENSG00000185803,8
54829,F7,ENSG00000057593,13
2711,GATA3,ENSG00000107485,10
53964,NFIX,ENSG00000008441,19
9866,ZMYND10,ENSG00000004838,3
933,OAT,ENSG00000065154,10
3177,CLN3,ENSG00000188603,16
3980,GRN,ENSG00000030582,17
9812,CPA6,ENSG00000165078,8
2391,ORC4,ENSG00000115947,2
7819,ENO3,ENSG00000108515,17
3026,SLC46A1,ENSG00000076351,17
4249,SF3B4,ENSG00000143368,1
6741,GATM,ENSG00000171766,15
11393,MPI,ENSG00000178802,15
4519,GMPPA,ENSG00000144591,2
7923,FAH,ENSG00000103876,15
13916,KCNJ5,ENSG00000120457,11
6999,DYNC2I2,ENSG00000119333,9
6999,WDR34,ENSG00000119333,9
3787,CSNK1D,ENSG00000141551,17
5858,B4GAT1,ENSG00000174684,11
2722,ACAD8,ENSG00000151498,11
55658,CDH23,ENSG00000107736,10
3108,SERPINE1,ENSG00000106366,7
117,CANT1,ENSG00000171302,17
6666,MAP2K2,ENSG00000126934,19
5933,TFG,ENSG00000114354,3
14879,SS18L1,ENSG00000184402,20
71080,PDSS2,ENSG00000164494,6
8446,TICAM1,ENSG00000127666,19
53820,APOA4,ENSG00000110244,11
3414,GALK1,ENSG00000108479,17
338,DDHD2,ENSG00000085788,8
1326,CD46,ENSG00000117335,1
56786,UPB1,ENSG00000100024,22
5095,DUSP6,ENSG00000139318,12
9818,SFTPB,ENSG00000168878,2
1240,KCNJ10,ENSG00000177807,1
6720,NDUFA9,ENSG00000139180,12
2572,TYR,ENSG00000077498,11
11517,HDAC8,ENSG00000147099,X
3123,ACTG1,ENSG00000184009,17
11593,ST3GAL3,ENSG00000126091,1
8917,PIEZO1,ENSG00000103335,16
9429,HSD3B2,ENSG00000203859,1
13957,LMX1B,ENSG00000136944,9
13474,SLC39A13,ENSG00000165915,11
14153,TSC1,ENSG00000165699,9
13190,GDF3,ENSG00000184344,12
13901,MC3R,ENSG00000124089,20
3449,GMPPB,ENSG00000173540,3
6702,MRPS22,ENSG00000175110,3
55802,GNA11,ENSG00000088256,19
6180,GJA5,ENSG00000265107,1
951,NDUFA10,ENSG00000130414,2
71708,SLC35D1,ENSG00000116704,1
12739,GNAI3,ENSG00000065135,1
52883,P2RX2,ENSG00000187848,12
54050,HFE,ENSG00000010704,6
49,MRPL3,ENSG00000114686,3
5431,POLR1C,ENSG00000171453,6
3038,CREB1,ENSG00000118260,2
2749,GNB4,ENSG00000114450,3
11867,PRRT2,ENSG00000167371,16
4381,UBIAD1,ENSG00000120942,1
5179,B3GAT3,ENSG00000149541,11
3721,WDR5,ENSG00000196363,9
3965,SUCLG1,ENSG00000163541,2
7130,MRPL44,ENSG00000135900,2
10751,HOGA1,ENSG00000241935,10
4447,STAC3,ENSG00000185482,12
8362,NKX2-5,ENSG00000183072,5
5448,AKR1C2,ENSG00000151632,10
11340,NR2E3,ENSG00000278570,15
55694,RHD,ENSG00000187010,1
5951,PYCR1,ENSG00000183010,17
3350,APOE,ENSG00000130203,19
5176,MC1R,ENSG00000258839,16
8348,PDLIM3,ENSG00000154553,4
5788,PHF6,ENSG00000156531,X
2651,CLN6,ENSG00000128973,15
70992,JAM3,ENSG00000166086,11
5155,TECR,ENSG00000099797,19
11508,PEX26,ENSG00000215193,22
1424,GNPTG,ENSG00000090581,16
9834,MTFMT,ENSG00000103707,15
1694,GNAO1,ENSG00000087258,16
1256,KLHL3,ENSG00000146021,5
56664,SPRY4,ENSG00000187678,5
70998,MSX1,ENSG00000163132,4
55670,TRDN,ENSG00000186439,6
5433,RPSA,ENSG00000168028,3
6399,HSD11B1,ENSG00000117594,1
4867,DLX5,ENSG00000105880,7
2599,NUBPL,ENSG00000151413,14
70368,KCTD7,ENSG00000243335,7
4201,GJB1,ENSG00000169562,X
14106,MOCS1,ENSG00000124615,6
13571,XRCC2,ENSG00000196584,7
513,FA2H,ENSG00000103089,16
700,HAX1,ENSG00000143575,1
7675,NMNAT1,ENSG00000173614,1
71021,CASP8,ENSG00000064012,2
5437,EXOSC3,ENSG00000107371,9
12891,VWF,ENSG00000110799,12
9145,GALNT12,ENSG00000119514,9
3576,COLEC11,ENSG00000118004,2
6268,GATAD1,ENSG00000157259,7
13479,FUZ,ENSG00000010361,19
14894,CD40LG,ENSG00000102245,X
5961,TARDBP,ENSG00000120948,1
4817,MPZ,ENSG00000158887,1
14221,KCTD1,ENSG00000134504,18
4721,RNASET2,ENSG00000026297,6
1200,PDYN,ENSG00000101327,20
53798,NFU1,ENSG00000169599,2
