,orf_id,mut_id,node_type,source_pla,source_well,dest_pla_id,dest_well_id,dest_pla,source_well_id,dest_well
353,8416.0,216624.0,allele,VUSMutpDEST2_07,D11,27,36,VUSDUALXP_27,84,D05
354,8416.0,216625.0,allele,VUSMutpDEST2_07,E11,27,37,VUSDUALXP_27,85,E05
355,8416.0,216626.0,allele,VUSMutpDEST2_07,F11,27,38,VUSDUALXP_27,86,F05
356,8416.0,216627.0,allele,VUSMutpDEST2_07,G11,27,39,VUSDUALXP_27,87,G05
357,8416.0,216630.0,allele,VUSMutpDEST2_07,H11,27,40,VUSDUALXP_27,88,H05
358,8416.0,216631.0,allele,VUSMutpDEST2_07,A12,27,42,VUSDUALXP_27,89,B06
359,8416.0,216632.0,allele,VUSMutpDEST2_07,B12,27,43,VUSDUALXP_27,90,C06
360,8416.0,216633.0,allele,VUSMutpDEST2_07,C12,27,44,VUSDUALXP_27,91,D06
361,8416.0,216634.0,allele,VUSMutpDEST2_07,D12,27,45,VUSDUALXP_27,92,E06
362,8416.0,216635.0,allele,VUSMutpDEST2_07,E12,27,46,VUSDUALXP_27,93,F06
363,8416.0,216636.0,allele,VUSMutpDEST2_07,F12,27,47,VUSDUALXP_27,94,G06
364,8416.0,216637.0,allele,VUSMutpDEST2_08,A01,27,48,VUSDUALXP_27,1,H06
365,8416.0,216638.0,allele,VUSMutpDEST2_08,B01,27,50,VUSDUALXP_27,2,B07
366,8416.0,216640.0,allele,VUSMutpDEST2_08,C01,27,51,VUSDUALXP_27,3,C07
367,8416.0,216641.0,allele,VUSMutpDEST2_08,D01,27,52,VUSDUALXP_27,4,D07
368,8416.0,216642.0,allele,VUSMutpDEST2_08,E01,27,53,VUSDUALXP_27,5,E07
369,8416.0,216643.0,allele,VUSMutpDEST2_08,F01,27,54,VUSDUALXP_27,6,F07
370,8416.0,216644.0,allele,VUSMutpDEST2_08,G01,27,55,VUSDUALXP_27,7,G07
371,8416.0,216645.0,allele,VUSMutpDEST2_08,H01,27,56,VUSDUALXP_27,8,H07
372,8416.0,216646.0,allele,VUSMutpDEST2_08,A02,27,58,VUSDUALXP_27,9,B08
373,8416.0,216648.0,allele,VUSMutpDEST2_08,B02,27,59,VUSDUALXP_27,10,C08
374,8416.0,216649.0,allele,VUSMutpDEST2_08,C02,27,60,VUSDUALXP_27,11,D08
375,8416.0,216650.0,allele,VUSMutpDEST2_08,D02,27,61,VUSDUALXP_27,12,E08
376,8416.0,216651.0,allele,VUSMutpDEST2_08,E02,27,62,VUSDUALXP_27,13,F08
377,8416.0,216652.0,allele,VUSMutpDEST2_08,F02,27,63,VUSDUALXP_27,14,G08
216,9818.0,1922.0,allele,VUSMutpDEST2_08,B09,25,61,VUSDUALXP_25,66,E08
14,9905.0,216950.0,allele,VUSMutpDEST2_08,D09,23,19,VUSDUALXP_23,68,C03
15,9905.0,216952.0,allele,VUSMutpDEST2_08,E09,23,20,VUSDUALXP_23,69,D03
158,11305.0,217226.0,allele,VUSMutpDEST2_08,H10,24,85,VUSDUALXP_24,80,E11
169,12043.0,203658.0,allele,VUSMutpDEST2_09,E10,25,6,VUSDUALXP_25,77,F01
174,13571.0,218098.0,allele,VUSMutpDEST2_11,H04,25,12,VUSDUALXP_25,32,D02
274,13796.0,218138.0,allele,VUSMutpDEST2_11,C05,26,32,VUSDUALXP_26,35,H04
275,13796.0,218140.0,allele,VUSMutpDEST2_11,E05,26,34,VUSDUALXP_26,37,B05
276,13796.0,218142.0,allele,VUSMutpDEST2_11,F05,26,35,VUSDUALXP_26,38,C05
277,13796.0,218145.0,allele,VUSMutpDEST2_11,G05,26,36,VUSDUALXP_26,39,D05
278,13796.0,218146.0,allele,VUSMutpDEST2_11,H05,26,37,VUSDUALXP_26,40,E05
279,13796.0,218147.0,allele,VUSMutpDEST2_11,A06,26,38,VUSDUALXP_26,41,F05
280,13796.0,218148.0,allele,VUSMutpDEST2_11,B06,26,39,VUSDUALXP_26,42,G05
281,13796.0,218149.0,allele,VUSMutpDEST2_11,C06,26,40,VUSDUALXP_26,43,H05
282,13796.0,218150.0,allele,VUSMutpDEST2_11,D06,26,42,VUSDUALXP_26,44,B06
283,13796.0,218151.0,allele,VUSMutpDEST2_11,E06,26,43,VUSDUALXP_26,45,C06
284,13796.0,218153.0,allele,VUSMutpDEST2_11,F06,26,44,VUSDUALXP_26,46,D06
285,13796.0,218154.0,allele,VUSMutpDEST2_11,G06,26,45,VUSDUALXP_26,47,E06
286,13796.0,218155.0,allele,VUSMutpDEST2_11,H06,26,46,VUSDUALXP_26,48,F06
287,13796.0,218157.0,allele,VUSMutpDEST2_11,A07,26,47,VUSDUALXP_26,49,G06
288,13796.0,218158.0,allele,VUSMutpDEST2_11,B07,26,48,VUSDUALXP_26,50,H06
187,14221.0,2241.0,allele,VUSMutpDEST2_11,E07,25,27,VUSDUALXP_25,53,C04
188,14221.0,218276.0,allele,VUSMutpDEST2_11,F07,25,28,VUSDUALXP_25,54,D04
189,14221.0,218278.0,allele,VUSMutpDEST2_11,G07,25,29,VUSDUALXP_25,55,E04
190,14221.0,218279.0,allele,VUSMutpDEST2_11,H07,25,30,VUSDUALXP_25,56,F04
191,14221.0,218281.0,allele,VUSMutpDEST2_11,A08,25,31,VUSDUALXP_25,57,G04
192,14221.0,218282.0,allele,VUSMutpDEST2_11,B08,25,32,VUSDUALXP_25,58,H04
193,14221.0,218283.0,allele,VUSMutpDEST2_11,C08,25,34,VUSDUALXP_25,59,B05
88,14966.0,218511.0,allele,VUSMutpDEST2_11,E10,24,6,VUSDUALXP_24,77,F01
89,14966.0,218512.0,allele,VUSMutpDEST2_11,F10,24,7,VUSDUALXP_24,78,G01
90,14966.0,218513.0,allele,VUSMutpDEST2_11,G10,24,8,VUSDUALXP_24,79,H01
91,14966.0,218514.0,allele,VUSMutpDEST2_11,H10,24,10,VUSDUALXP_24,80,B02
92,14966.0,218516.0,allele,VUSMutpDEST2_11,A11,24,11,VUSDUALXP_24,81,C02
93,14966.0,218520.0,allele,VUSMutpDEST2_11,B11,24,12,VUSDUALXP_24,82,D02
94,14966.0,218521.0,allele,VUSMutpDEST2_11,C11,24,13,VUSDUALXP_24,83,E02
119,52920.0,2662.0,allele,VUSMutpDEST2_11,D11,24,43,VUSDUALXP_24,84,C06
120,52920.0,2665.0,allele,VUSMutpDEST2_11,E11,24,44,VUSDUALXP_24,85,D06
121,52920.0,2666.0,allele,VUSMutpDEST2_11,F11,24,45,VUSDUALXP_24,86,E06
122,52920.0,2667.0,allele,VUSMutpDEST2_11,G11,24,46,VUSDUALXP_24,87,F06
123,52920.0,2668.0,allele,VUSMutpDEST2_11,H11,24,47,VUSDUALXP_24,88,G06
124,52920.0,2669.0,allele,VUSMutpDEST2_11,A12,24,48,VUSDUALXP_24,89,H06
125,52920.0,2670.0,allele,VUSMutpDEST2_11,B12,24,50,VUSDUALXP_24,90,B07
126,52920.0,2671.0,allele,VUSMutpDEST2_11,C12,24,51,VUSDUALXP_24,91,C07
127,52920.0,2673.0,allele,VUSMutpDEST2_11,D12,24,52,VUSDUALXP_24,92,D07
128,52920.0,2674.0,allele,VUSMutpDEST2_11,E12,24,53,VUSDUALXP_24,93,E07
129,52920.0,2675.0,allele,VUSMutpDEST2_11,F12,24,54,VUSDUALXP_24,94,F07
130,52920.0,2676.0,allele,VUSMutpDEST2_12,A01,24,55,VUSDUALXP_24,1,G07
131,52920.0,2677.0,allele,VUSMutpDEST2_12,B01,24,56,VUSDUALXP_24,2,H07
132,52920.0,2678.0,allele,VUSMutpDEST2_12,C01,24,58,VUSDUALXP_24,3,B08
133,52920.0,2681.0,allele,VUSMutpDEST2_12,D01,24,59,VUSDUALXP_24,4,C08
134,52920.0,2682.0,allele,VUSMutpDEST2_12,E01,24,60,VUSDUALXP_24,5,D08
135,52920.0,2683.0,allele,VUSMutpDEST2_12,F01,24,61,VUSDUALXP_24,6,E08
136,52920.0,2684.0,allele,VUSMutpDEST2_12,G01,24,62,VUSDUALXP_24,7,F08
137,52920.0,2685.0,allele,VUSMutpDEST2_12,H01,24,63,VUSDUALXP_24,8,G08
138,52920.0,2686.0,allele,VUSMutpDEST2_12,A02,24,64,VUSDUALXP_24,9,H08
139,52920.0,2687.0,allele,VUSMutpDEST2_12,B02,24,65,VUSDUALXP_24,10,A09
140,52920.0,2688.0,allele,VUSMutpDEST2_12,C02,24,66,VUSDUALXP_24,11,B09
141,52920.0,2689.0,allele,VUSMutpDEST2_12,D02,24,67,VUSDUALXP_24,12,C09
142,52920.0,25124.0,allele,VUSMutpDEST2_12,E02,24,68,VUSDUALXP_24,13,D09
143,52920.0,25125.0,allele,VUSMutpDEST2_12,F02,24,70,VUSDUALXP_24,14,F09
144,52920.0,25126.0,allele,VUSMutpDEST2_12,G02,24,71,VUSDUALXP_24,15,G09
145,52920.0,25131.0,allele,VUSMutpDEST2_12,H02,24,72,VUSDUALXP_24,16,H09
146,52920.0,218636.0,allele,VUSMutpDEST2_12,A03,24,73,VUSDUALXP_24,17,A10
147,52920.0,218637.0,allele,VUSMutpDEST2_12,B03,24,74,VUSDUALXP_24,18,B10
148,52920.0,900154.0,allele,VUSMutpDEST2_12,C03,24,75,VUSDUALXP_24,19,C10
245,54914.0,28861.0,allele,VUSMutpDEST2_13,B03,25,91,VUSDUALXP_25,18,C12
246,54914.0,28864.0,allele,VUSMutpDEST2_13,C03,25,92,VUSDUALXP_25,19,D12
247,54914.0,28866.0,allele,VUSMutpDEST2_13,D03,25,93,VUSDUALXP_25,20,E12
248,54914.0,28869.0,allele,VUSMutpDEST2_13,E03,25,94,VUSDUALXP_25,21,F12
153,55247.0,30088.0,allele,VUSMutpDEST2_13,H05,24,80,VUSDUALXP_24,40,H10
82,56360.0,205331.0,allele,VUSMutpDEST2_13,G07,23,93,VUSDUALXP_23,55,E12
83,56360.0,205332.0,allele,VUSMutpDEST2_13,H07,23,94,VUSDUALXP_23,56,F12
